ID,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,MSigDB_gene_sets
REACTOME_RHO_GTPASES_ACTIVATE_CIT,17,-0.7832440013126077,-1.9863806999098168,7.150114778158281e-4,0.02534119845958931,0.023689459225529678,464,"tags=12%, list=3%, signal=11%",388/79784,C2
REACTOME_RHO_GTPASES_ACTIVATE_PAKS,19,-0.7820880187424851,-2.0370431916035527,1.5598744220996557e-4,0.008200541386092771,0.00766603012493284,2,"tags=11%, list=0%, signal=11%",4771/79784,C2
NEWMAN_ERCC6_TARGETS_UP,16,-0.7820103653229142,-1.9553351847145821,9.209459957268106e-4,0.030840813541938,0.028830609414506124,745,"tags=31%, list=5%, signal=30%",137075/26872/2171/84803/7130,C2
REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA,34,-0.7819107092051896,-2.3205300867889966,4.766247852486278e-7,8.108340846649657e-5,7.579839216353969e-5,371,"tags=35%, list=3%, signal=34%",85236/8349/8338/8355/8357/8294/8970/8341/8339/3017/8365/8334,C2
GOBP_REGULATION_OF_WATER_LOSS_VIA_SKIN,17,-0.7815443565571725,-1.9752617175346234,9.341952841822054e-4,0.15876974736752458,0.15745249771345127,334,"tags=29%, list=2%, signal=29%",4233/2810/79152/57822/239,C5
WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY,15,-0.7738245240044029,-1.9067346898770574,0.0018381690394665706,0.05109629362647925,0.047765837372309855,3149,"tags=93%, list=22%, signal=73%",6307/2222/2224/10654/3156/3157/6713/50814/1717/3422/4047/4597/4598/1595,C2
ALONSO_METASTASIS_NEURAL_UP,16,-0.7725994312014133,-1.9318041275511604,0.0013261622338466073,0.039441734129717625,0.036870922026048115,8,"tags=25%, list=0%, signal=25%",5376/6281/4286/2012,C2
KERLEY_RESPONSE_TO_CISPLATIN_UP,41,-0.7693874615185488,-2.369407743125884,8.933682049794351e-8,3.6832665080621695e-5,3.443191208917746e-5,1027,"tags=44%, list=7%, signal=41%",10544/4000/27244/8870/8493/57103/9263/7832/55332/23612/8061/10769/1263/857/1026/5054/9518/301,C2
REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION,37,-0.7691690469656475,-2.3216759714524504,2.544709978510857e-7,6.012584188114819e-5,5.620683970079243e-5,371,"tags=32%, list=3%, signal=32%",85236/8349/8338/8355/8357/8294/8970/8341/8339/3017/8365/8334,C2
AMUNDSON_DNA_DAMAGE_RESPONSE_TP53,16,-0.7680488662811068,-1.9204259155816439,0.0015103514329919694,0.04340219354401923,0.04057323870846848,1573,"tags=56%, list=11%, signal=50%",1509/6768/8493/577/3976/7832/23612/8744/1026,C2
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING,23,-0.7626954079308907,-2.0753125650178488,1.0550247407430188e-4,0.005827298990103973,0.0054474756606785815,1356,"tags=17%, list=9%, signal=16%",2064/4233/388/79784,C2
WP_NAD_METABOLISM,15,-0.7608997909363209,-1.874887628774904,0.0029554874752207604,0.07393934254184645,0.0691199764328719,1082,"tags=33%, list=8%, signal=31%",51548/64802/23409/349565/4907,C2
REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE,26,-0.7599178471823114,-2.1251235201006464,4.1097630397233915e-5,0.0029157434000495375,0.0027256952546158386,371,"tags=38%, list=3%, signal=38%",85236/8349/8338/8294/8970/8341/8339/3017/8365/8334,C2
HP_ABNORMAL_MITOCHONDRIAL_MORPHOLOGY,21,-0.7580982887938943,-2.011138411176023,3.1778771990857664e-4,0.07491589216425414,0.07429434470528185,331,"tags=10%, list=2%, signal=9%",100303755/79784,C5
WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_DN,21,-0.7574688174296043,-2.015007099635792,3.088145670263015e-4,0.013825140563819581,0.012924017946352805,355,"tags=29%, list=2%, signal=28%",2878/874/4739/239/301/2012,C2
GOBP_MITOCHONDRION_MORPHOGENESIS,20,-0.7541252268517062,-1.981116078570996,6.751389992057189e-4,0.1361550565212958,0.13502543199221062,170,"tags=20%, list=1%, signal=20%",81892/581/55022/79784,C5
GOBP_ENDONUCLEOLYTIC_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING,15,-0.752665314275517,-1.845475870163967,0.0045995184879082975,0.38635955298429697,0.38315408093464765,2266,"tags=73%, list=16%, signal=62%",10607/84294/161424/55720/10799/29777/10171/8602/27340/23246/23212,C5
GOBP_RNA_5_END_PROCESSING,22,-0.7336710152118883,-1.9675068492372603,6.631849457017326e-4,0.1361550565212958,0.13502543199221062,3602,"tags=86%, list=25%, signal=65%",10556/6741/10940/3028/10557/11102/54931/10248/10607/87178/51367/9692/161424/10799/138716/29777/8602/27340/55124,C5
REACTOME_CHOLESTEROL_BIOSYNTHESIS,24,-0.733299289502524,-2.013591372457311,5.174935106635586e-4,0.020569157951888923,0.019228460302766957,3149,"tags=79%, list=22%, signal=62%",6307/2222/2224/3930/10654/3156/3157/6713/10682/39/1718/50814/1717/3422/51478/4047/4597/4598/1595,C2
GOMF_CADHERIN_BINDING_INVOLVED_IN_CELL_CELL_ADHESION,17,-0.7331334387866029,-1.8529087995196272,0.00418519487313628,0.368498844974457,0.3654415561387861,2097,"tags=35%, list=15%, signal=30%",4072/29091/6282/302/11187/301,C5
GOBP_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS,17,-0.7305732646516103,-1.846438259598707,0.004372033929972721,0.3758920465910664,0.372773419292411,1148,"tags=29%, list=8%, signal=27%",4254/3665/596/4282/301,C5
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS,42,-0.7304303256417561,-2.260075445178287,6.1313830411489e-7,1.0029527720771642e-4,9.375803136202186e-5,1213,"tags=38%, list=8%, signal=35%",85236/8349/4609/3570/8338/8355/8357/8294/8970/8341/8339/688/3017/8365/1026/8334,C2
REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE,51,-0.7211563276725325,-2.3177719590697285,1.0392475451856579e-7,3.6832665080621695e-5,3.443191208917746e-5,1262,"tags=33%, list=9%, signal=30%",2966/5441/85236/84172/9533/8349/10849/8338/8355/8357/8294/8970/8341/8339/3017/8365/8334,C2
GOBP_TRNA_5_END_PROCESSING,15,-0.7174383234734456,-1.7591020725799942,0.011642531172517878,0.571030992005105,0.5662933742337378,3602,"tags=80%, list=25%, signal=60%",10556/6741/10940/3028/10557/11102/54931/10248/51367/9692/10799/138716,C5
REACTOME_HDACS_DEACETYLATE_HISTONES,48,-0.7128199131616446,-2.2625579445994912,3.153116068133555e-7,6.093882429773861e-5,5.69668319260853e-5,371,"tags=33%, list=3%, signal=33%",85236/8349/25855/8338/8355/8357/8294/8970/8969/8341/8339/92815/3017/8365/8334/2874,C2
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE,46,-0.7126727443962639,-2.244697838900917,2.02597387905019e-6,2.652935837084615e-4,2.4800174877593755e-4,1413,"tags=35%, list=10%, signal=31%",10524/85236/5925/8349/3006/8338/8900/9134/8294/8970/8341/8339/3017/8365/1026/8334,C2
GOCC_PRERIBOSOME_LARGE_SUBUNIT_PRECURSOR,23,-0.7123304872475891,-1.9313648309387135,0.0012688208424970395,0.2015770155862688,0.1999046109975313,3062,"tags=74%, list=21%, signal=58%",90441/23195/10412/23076/54663/117246/80135/26155/51154/51388/23481/8568/3692/10969/23246/23212/56342,C5
GOMF_HYALURONIC_ACID_BINDING,16,-0.7114832808166593,-1.772136578887851,0.009611857069484189,0.5144738540994189,0.5102054684807564,971,"tags=50%, list=7%, signal=47%",26032/63827/140578/143903/960/57214/176/7130,C5
GOBP_PSEUDOURIDINE_SYNTHESIS,18,-0.7102035388432661,-1.8200968919994178,0.005112747529474608,0.3947831455471524,0.3915077862893071,3847,"tags=89%, list=27%, signal=65%",1736/92345/285367/150962/55651/26995/54433/54517/115939/113000/27079/84881/80324/55505/83480/126789,C5
GOMF_MICROFILAMENT_MOTOR_ACTIVITY,22,-0.7087767500439666,-1.9007471760198729,0.0016579623642543314,0.23380264892852928,0.23186288103490393,213,"tags=14%, list=1%, signal=13%",4621/4620/79784,C5
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,44,-0.7069135698482323,-2.2090586970919626,1.6775074825675638e-6,2.3014320397934997e-4,2.151424706844716e-4,1217,"tags=30%, list=9%, signal=27%",201254/85236/8349/401541/8338/378708/8294/8970/8341/8339/3017/8365/8334,C2
REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION,33,-0.705851591427079,-2.082577066370683,1.2439395110824957e-4,0.006782659923889557,0.006340566171873937,371,"tags=30%, list=3%, signal=30%",85236/8349/8338/8294/8970/8341/8339/3017/8365/8334,C2
GOMF_SNORNA_BINDING,32,-0.6998817639206738,-2.0433639850084226,6.495766363202831e-5,0.022605266943945854,0.022417720005339092,3351,"tags=75%, list=23%, signal=58%",9221/55651/27042/9790/84309/55127/55813/11164/54433/4809/10528/283927/10607/10885/705/9188/55720/92856/55505/55272/8602/57647/9136/3669,C5
GOBP_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,15,-0.6973120744082005,-1.709754100377274,0.016565453304107226,0.6471378600889504,0.6417688138035351,864,"tags=20%, list=6%, signal=19%",8829/10769/301,C5
GOBP_VOCALIZATION_BEHAVIOR,15,-0.6968435166865385,-1.7086052338721947,0.016673254518667576,0.6471378600889504,0.6417688138035351,270,"tags=20%, list=2%, signal=20%",57502/22829/79784,C5
GOCC_PROTEASOME_REGULATORY_PARTICLE,19,-0.6950202890934928,-1.8041327741128976,0.006381571267364489,0.4355793590070561,0.43196552973865426,4015,"tags=100%, list=28%, signal=72%",5707/5706/5708/5718/5705/5717/5700/5719/5713/5714/9861/5709/5702/10213/5701/5704/11047/5715,C5
GOCC_ENDOLYSOSOME_MEMBRANE,15,-0.6933559984478337,-1.7000541147569452,0.017966869093391787,0.6624765344216592,0.6569802292358948,2845,"tags=53%, list=20%, signal=43%",23274/1175/3949/1211/219931/10058/255738/7098,C5
GOBP_MYELOID_CELL_APOPTOTIC_PROCESS,21,-0.69243021205715,-1.8369293495470411,0.0037696080418304894,0.3531832765345797,0.35025305489882486,1148,"tags=24%, list=8%, signal=22%",4254/3665/596/4282/301,C5
GOCC_PHAGOCYTIC_CUP,20,-0.6923648195632625,-1.8188691048037473,0.004924543288324067,0.3947831455471524,0.3915077862893071,172,"tags=20%, list=1%, signal=20%",23616/57192/3936/301,C5
MALTA_CURATED_STEMNESS_MARKERS,17,-0.6896041787428033,-1.7489012733404186,0.010649907801151545,0.19274067182254265,0.18017783545330074,1060,"tags=29%, list=7%, signal=27%",4609/9429/9314/2034/960,C2
HP_HETEROCHROMIA_IRIDIS,15,-0.6895187676254568,-1.690645528023063,0.019476086097236694,0.6651596548426206,0.6596410888703718,8,"tags=13%, list=0%, signal=13%",4254/4286,C5
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS,15,-0.6877830331834437,-1.686389644340113,0.02001509217003845,0.6702519108231698,0.6646910964217331,1515,"tags=33%, list=11%, signal=30%",27166/4067/581/5133/301,C5
INGA_TP53_TARGETS,15,-0.6870560636549146,-1.6929337205313895,0.017624797260767707,0.27158790851465603,0.2538858095115165,1334,"tags=40%, list=9%, signal=36%",581/27113/27244/8870/2810/1026,C2
REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE,38,-0.6830938906786772,-2.0743703512875213,3.787000280866132e-5,0.0027769158956075274,0.0025959165264666756,1567,"tags=37%, list=11%, signal=33%",5439/5438/5441/85236/5436/8349/8338/8294/8970/8341/8339/3017/8365/8334,C2
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN,20,-0.6786644825232789,-1.7868761220867775,0.006455777921239509,0.1430022057241231,0.1336813224151405,471,"tags=15%, list=3%, signal=15%",7832/10769/1263,C2
GOBP_MEMBRANE_RAFT_ORGANIZATION,19,-0.6784986622767835,-1.7612459564337115,0.0092610607416631,0.5144738540994189,0.5102054684807564,1102,"tags=32%, list=8%, signal=29%",302/23180/6281/79152/857/858,C5
GOCC_90S_PRERIBOSOME,28,-0.6769359615635738,-1.9197703816868905,0.001059614853036027,0.17599239422698376,0.17453225509935516,3438,"tags=86%, list=24%, signal=65%",51096/26156/9790/55127/55813/10199/153443/27341/26155/10607/10885/161424/23481/84916/79050/85395/92856/55272/88745/8602/27340/65083/23246/5822,C5
BIOCARTA_PROTEASOME_PATHWAY,19,-0.6746704791633974,-1.7572611691015128,0.00886979146134742,0.1738397377194036,0.16250886417418975,4193,"tags=84%, list=29%, signal=60%",6184/5684/5685/5694/5688/7319/5692/5690/5689/5695/5693/5682/5691/5686/5687/5683,C2
WANG_METHYLATED_IN_BREAST_CANCER,30,-0.6737863537690033,-1.94545621268506,4.336024957424274e-4,0.017731840523005228,0.01657607921476871,1866,"tags=43%, list=13%, signal=38%",8140/3624/8877/1316/7378/9263/23764/1969/2152/1839/8061/857/9518,C2
HP_OSTEOPETROSIS,15,-0.672300738449362,-1.6484282811623547,0.02669876747278019,0.7335135063574347,0.7274278355761441,1884,"tags=33%, list=13%, signal=29%",8792/1718/9842/760/4286,C5
HP_BARREL_SHAPED_CHEST,20,-0.6683984905952344,-1.7559086335553575,0.008935663224781574,0.5144738540994189,0.5102054684807564,577,"tags=20%, list=4%, signal=19%",3265/4621/176/4982,C5
REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION,52,-0.6676174472850911,-2.153315000867656,3.5568301108937097e-6,4.201999572675263e-4,3.928113254048404e-4,1233,"tags=33%, list=9%, signal=30%",5441/85236/10514/84172/9533/8349/10849/8338/8355/8357/8294/8970/8341/8339/3017/8365/8334,C2
HALLMARK_MYC_TARGETS_V2,56,-0.6652630564624937,-2.169428094135144,2.269928930334165e-6,5.674822325835412e-5,4.898267691773724e-5,3550,"tags=80%, list=25%, signal=61%",3329/7374/9221/6652/8886/23160/3336/10199/26354/10528/5245/6832/54663/51154/4174/1019/6949/5036/79077/4173/51388/23082/705/23481/79050/80324/92856/2193/64216/6723/10171/9238/83743/29078/10514/7965/4609/27340/9136/1844/56915/23223/10244/51491/56342,Hallmark
GOBP_NEGATIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION,21,-0.6648494673718908,-1.7637611392169368,0.007660816343074865,0.4744512358914501,0.47051490207020913,427,"tags=19%, list=3%, signal=19%",7098/6988/4057/7130,C5
AMIT_EGF_RESPONSE_120_MCF10A,36,-0.6644152630556122,-1.9932751883591862,2.3649704920478674e-4,0.011175799447421754,0.01044736087539742,1513,"tags=36%, list=11%, signal=32%",220/581/10045/79693/6737/23764/1969/644096/3976/23612/1839/8061/9518,C2
HORTON_SREBF_TARGETS,24,-0.6637507359310889,-1.822615642024881,0.0038257542822363274,0.0908990668287771,0.08497426594534908,3122,"tags=83%, list=22%, signal=65%",31/134429/47/2222/2224/230/10654/3949/51109/3157/2194/6713/55902/3638/3422/51478/4047/4199/1595/255738,C2
DALESSIO_TSA_RESPONSE,17,-0.6636056765998428,-1.682966618498767,0.017800022579309824,0.27329781960218297,0.2554842685998602,716,"tags=29%, list=5%, signal=28%",2355/23237/8339/56155/301,C2
GOBP_PURINE_RIBONUCLEOSIDE_METABOLIC_PROCESS,17,-0.661690198218971,-1.6723443863985192,0.02141175591345615,0.6848013573831813,0.6791198319913581,609,"tags=29%, list=4%, signal=28%",161823/4860/56952/27232/4907,C5
GOBP_HYALURONAN_METABOLIC_PROCESS,19,-0.6613863083949582,-1.7168257301973144,0.013385734853496246,0.6011037663606517,0.5961166467019686,1397,"tags=42%, list=10%, signal=38%",3038/4790/3373/7040/23553/960/57214/7130,C5
REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP,66,-0.6610248644536361,-2.2205585972962187,3.0982735441381673e-7,6.093882429773861e-5,5.69668319260853e-5,1409,"tags=29%, list=10%, signal=26%",246184/4790/85236/8349/25906/3725/8338/8900/8355/8357/8294/1032/8970/8341/8339/3017/8365/1026/8334,C2
PODAR_RESPONSE_TO_ADAPHOSTIN_DN,16,-0.6609517848789347,-1.6526408570556776,0.02479186620496574,0.31978256942578875,0.29893914257953,4137,"tags=81%, list=29%, signal=58%",2736/71/7374/6307/2222/899/23076/6319/898/3638/1717/3422/7037,C2
LU_TUMOR_ENDOTHELIAL_MARKERS_UP,15,-0.6605401043278124,-1.6275973323503565,0.028797981618309605,0.34231833224325614,0.3200060244490647,592,"tags=27%, list=4%, signal=26%",79084/25878/25975/7130,C2
BIOCARTA_CELLCYCLE_PATHWAY,20,-0.6605073380740643,-1.7390696305182884,0.009845061329890251,0.18609353704899215,0.1739639609029028,2503,"tags=45%, list=18%, signal=37%",1869/1019/993/898/896/5925/8900/1032/1026,C2
GOBP_MITOCHONDRIAL_RNA_PROCESSING,20,-0.658319411326317,-1.7294305032848654,0.01187450357426529,0.5742630413205361,0.5694986085172544,3526,"tags=75%, list=25%, signal=57%",51654/22868/3028/60528/10922/54931/6832/54802/25821/87178/9692/79072/84881/80324/9238,C5
GOCC_MITOCHONDRIAL_SMALL_RIBOSOMAL_SUBUNIT,25,-0.656901398157193,-1.8136402169436514,0.0038679618478308646,0.35333831479934946,0.3504068068725724,3941,"tags=80%, list=28%, signal=58%",54460/55168/64969/51023/51650/64965/51021/60488/55173/64968/51081/56945/64960/64949/64963/65993/51116/28973/28957/6183,C5
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I,23,-0.6568155620774192,-1.780845407742113,0.006301810184401962,0.4355793590070561,0.43196552973865426,3471,"tags=61%, list=24%, signal=46%",84135/84128/468/23160/4691/55127/25926/64768/56919/11137/2064/55646/646/387496,C5
REACTOME_AMYLOID_FIBER_FORMATION,58,-0.6554209302679868,-2.1500469014351338,2.864478524545691e-6,3.480750618540807e-4,3.2538753044237823e-4,371,"tags=29%, list=3%, signal=29%",6622/85236/55851/8349/8338/8355/8357/8294/8970/8341/8339/6406/4057/3017/8365/8334/796,C2
RAHMAN_TP53_TARGETS_PHOSPHORYLATED,20,-0.6549908721077936,-1.7245451614068594,0.011216914138153648,0.19960475242496845,0.18659451530414592,3990,"tags=65%, list=28%, signal=47%",10856/5694/5093/2950/908/51699/3191/1738/10935/5464/3419/4830/301,C2
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS,68,-0.6541897528243023,-2.2075606506334564,7.404060342498484e-7,1.124623879880216e-4,1.0513208990081495e-4,1567,"tags=24%, list=11%, signal=21%",5439/5438/5441/85236/5436/8349/8338/8355/8357/8294/8970/8341/8339/3017/8365/8334,C2
REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,69,-0.6538776492146869,-2.2115757333013195,2.280151342521477e-7,5.704402152790496e-5,5.332589238825771e-5,1262,"tags=26%, list=9%, signal=24%",2966/5441/85236/84172/9533/8349/23378/10849/8338/8355/8357/8294/8970/8341/8339/3017/8365/8334,C2
PAL_PRMT5_TARGETS_DN,18,-0.6531709840137494,-1.6781574487983624,0.017921837662838204,0.27417832942464343,0.2563073867949258,585,"tags=22%, list=4%, signal=21%",3491/6939/5054/1268,C2
GOBP_REGULATION_OF_ANOIKIS,18,-0.6527241536834808,-1.6727897545923613,0.019916822465565264,0.6702519108231698,0.6646910964217331,1672,"tags=33%, list=12%, signal=29%",51651/150094/10514/25855/596/857,C5
GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA,36,-0.6514484517602893,-1.9480330481743815,6.052403741645394e-4,0.13296427115880996,0.13186111931097955,3179,"tags=72%, list=22%, signal=56%",27042/9790/55127/55813/25983/57050/10607/90121/79954/64963/84294/161424/705/55720/10799/84916/85395/29777/10171/88745/8602/57647/27340/9277/23212/5822,C5
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL,58,-0.6497113543428198,-2.1313171730125235,3.848791863044014e-6,4.424030214466538e-4,4.1356719393221165e-4,3987,"tags=79%, list=28%, signal=57%",2091/25879/1736/51504/22984/114049/84135/84128/51096/55651/27042/55226/23160/9790/55127/55813/10199/25926/54433/4809/51118/10528/27341/115939/27292/57050/10607/10885/84916/79050/92856/55505/10436/10171/55272/88745/56902/54555/8602/57647/27340/65083/9136/9277/10813/5822,C2
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_TRANSLATION,15,-0.6476558003115704,-1.5880008404495372,0.03920370836178087,0.8403128891168021,0.8333411461943916,3649,"tags=80%, list=26%, signal=60%",285367/51654/22868/81554/26995/51335/54931/79072/84881/708/28958/84769,C5
GOCC_DNA_PACKAGING_COMPLEX,67,-0.646736345668791,-2.179691996012801,5.977289453522319e-7,4.10626739140483e-4,4.0721993186734447e-4,504,"tags=21%, list=4%, signal=20%",3006/8338/3662/8355/8357/8294/8970/8969/8341/8339/92815/3017/8365/8334,C5
MANN_RESPONSE_TO_AMIFOSTINE_UP,18,-0.6463960895396145,-1.6607510729720396,0.020966622986202114,0.29823092829537656,0.27879223734865477,2634,"tags=44%, list=18%, signal=36%",1967/4832/8841/4738/1371/4609/1026/9518,C2
GOCC_PROTEASOME_ACCESSORY_COMPLEX,23,-0.6452896856692408,-1.749594923958222,0.008120453391981051,0.49453561157164605,0.4904326456472766,4015,"tags=87%, list=28%, signal=63%",5707/5711/5706/5708/5718/5705/5717/5700/5719/5713/5714/9861/5709/5702/10213/5701/5704/10197/11047/5715,C5
REACTOME_METALLOPROTEASE_DUBS,23,-0.6437990308710777,-1.7517926608968475,0.007854855923159019,0.16138503498161985,0.15086595892078114,725,"tags=22%, list=5%, signal=21%",57559/8338/8969/92815/8334,C2
GOBP_MATURATION_OF_SSU_RRNA,49,-0.6434812487295068,-2.046983405598971,3.515115246508226e-5,0.013520243274464274,0.013408071175739134,3179,"tags=71%, list=22%, signal=56%",27042/55226/9790/55127/55813/8780/25926/153443/4809/25983/115939/57050/10607/90121/79954/64963/84294/28987/10885/161424/705/55720/10799/84916/85395/29777/83732/10171/88745/8602/57647/27340/9277/23212/5822,C5
GOCC_PRERIBOSOME,77,-0.6424380515615542,-2.2091630490859133,5.374263406770535e-8,6.545852829446512e-5,6.491544483441251e-5,3179,"tags=71%, list=22%, signal=56%",26156/27042/9790/90441/55127/55813/10199/23195/8780/10412/153443/4809/25983/51118/23076/10528/27341/54663/117246/80135/26155/57050/51154/10607/79954/84294/28987/51388/10885/161424/705/23481/55720/84916/79050/85395/92856/8568/10436/83732/55272/88745/8602/3692/10969/27340/65083/9136/9277/10813/23246/84946/23212/5822/56342,C5
GOBP_POSITIVE_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY,15,-0.6424265091952783,-1.5751790318845056,0.04276114844227245,0.8403128891168021,0.8333411461943916,4684,"tags=100%, list=33%, signal=67%",8607/10694/10856/1736/10574/92345/908/22948/10576/55164/6950/55651/7203/55505,C5
GOBP_POSITIVE_REGULATION_OF_COAGULATION,15,-0.6423489908733404,-1.5749889630851088,0.0428689496568328,0.8403128891168021,0.8333411461943916,2453,"tags=33%, list=17%, signal=28%",7391/2039/2161/2152/5054,C5
OLSSON_E2F3_TARGETS_DN,31,-0.6419799679633477,-1.8666638748731652,0.0012298307752853207,0.03709553395240049,0.03467764716873951,1852,"tags=32%, list=13%, signal=28%",3624/6241/4605/4501/7431/3006/4494/4496/92815/858,C2
WP_CONGENITAL_GENERALIZED_LIPODYSTROPHY_CGL,17,-0.641859247717405,-1.6278156227022538,0.02777255108568848,0.3345557878327646,0.3127494426582726,633,"tags=18%, list=4%, signal=17%",26580/857/84803,C2
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION,15,-0.6417273955675044,-1.5734648605176458,0.04322828703870064,0.8403128891168021,0.8333411461943916,531,"tags=13%, list=4%, signal=13%",8651/301,C5
PID_PRL_SIGNALING_EVENTS_PATHWAY,21,-0.6415065341951971,-1.7065259864459108,0.01263790548328668,0.21585948602577612,0.2017897654211532,2240,"tags=33%, list=16%, signal=28%",890/9564/898/5876/3672/22809/1026,C2
